#Table1
class,g,r,z
QSO,21.25698,20.98256,0.9538913
GALAXY,21.7662,20.45976,0.5489153
GALAXY,21.91268,20.87781,0.5846481
QSO,21.97702,22.11333,2.252942
GALAXY,18.44702,17.68352,0.121103
GALAXY,18.44702,17.68352,0.1210535
GALAXY,22.2032,20.91406,0.6295339
GALAXY,22.55166,20.98797,0.59341
GALAXY,19.08478,17.78101,0.2564463
GALAXY,18.15851,17.25466,0.09128808
GALAXY,18.15851,17.25466,0.09129009
GALAXY,17.64115,16.85722,0.1222999
GALAXY,21.60791,20.36258,0.5559443
QSO,21.16988,20.44311,2.655384
QSO,21.16988,20.44311,2.657479
QSO,21.16988,20.44311,2.654736
QSO,21.16988,20.44311,2.658169
QSO,19.27972,19.14577,0.8087986
QSO,19.1126,18.833,1.042741
QSO,20.37575,19.95844,2.544051
GALAXY,20.20154,18.50984,0.3235274
GALAXY,19.60659,18.06363,0.2805837
QSO,20.38356,20.40904,2.039618
QSO,22.62185,21.25269,3.748487
GALAXY,22.09985,20.53331,0.4681222
GALAXY,22.08204,20.15473,0.5608026
GALAXY,18.01086,17.68808,0.08321483
QSO,20.06479,19.39262,3.546181
QSO,21.14844,21.15035,2.307369
GALAXY,22.14927,20.15662,0.4694427
GALAXY,22.55092,20.80405,0.614387
GALAXY,22.40516,20.69516,0.6354484
GALAXY,21.90201,20.83067,0.4580731
QSO,21.47252,21.23485,0.9541202
QSO,20.37074,20.25541,0.8974929
QSO,21.7187,21.68689,1.954529
GALAXY,22.5476,20.84662,0.616432
QSO,23.41184,20.99567,5.585557
GALAXY,17.71314,16.7794,0.09205253
GALAXY,17.25481,16.35124,0.07196455
GALAXY,21.99803,20.19556,0.5028931
GALAXY,21.74644,20.02726,0.504418
GALAXY,17.78933,17.31539,0.6692739
GALAXY,18.32121,17.72247,0.1632845
GALAXY,21.09852,19.26681,0.4108707
GALAXY,21.62237,20.15572,0.4560315
GALAXY,22.18922,20.93775,0.3157247
GALAXY,21.71718,19.89859,0.4553052
GALAXY,21.95358,21.00199,0.3793288
QSO,20.42406,20.20613,2.476215
GALAXY,22.01263,20.20723,0.4665196
GALAXY,22.01263,20.20723,0.466668
GALAXY,21.76813,20.27879,0.4660914
GALAXY,21.54173,19.75928,0.5106902
GALAXY,21.55514,20.1178,0.5697629
GALAXY,21.30165,20.30763,0.6741947
GALAXY,23.17115,20.89083,0.6729231
GALAXY,22.56492,20.81614,0.5099524
GALAXY,18.08963,17.43689,0.09138028
GALAXY,17.49681,16.51568,0.09154467
QSO,21.28079,21.05423,2.788542
GALAXY,21.75812,20.14557,0.5265569
GALAXY,21.39948,19.56339,0.4595252
GALAXY,22.07934,20.40246,0.5116742
QSO,18.79965,18.70529,2.791397
QSO,19.68298,19.64503,2.23186
GALAXY,18.62026,17.79325,0.1179935
GALAXY,21.22077,19.72336,0.4609582
GALAXY,22.0686,20.5375,0.4611391
GALAXY,22.01786,20.30645,0.4591452
QSO,21.75697,21.46896,1.066808
QSO,18.72434,18.62667,1.476106
GALAXY,19.07789,17.67894,0.2333403
GALAXY,20.75411,19.01024,0.3799154
QSO,21.39125,21.26267,1.15845
QSO,22.07957,21.61904,1.598671
GALAXY,16.14952,15.54111,0.08081593
GALAXY,18.81344,17.78143,0.1112337
GALAXY,18.48704,17.50564,0.109262
GALAXY,18.10812,17.36707,0.0808229
GALAXY,18.57349,17.84642,0.1433452
GALAXY,21.56471,19.5761,0.4162781
GALAXY,20.94629,19.19627,0.4173617
GALAXY,23.01076,20.65948,0.7059774
GALAXY,21.81849,20.1127,0.4454448
GALAXY,18.61623,17.28361,0.1868948
GALAXY,17.94005,16.87007,0.1396669
GALAXY,18.59899,17.41045,0.1115583
GALAXY,20.49975,18.77211,0.4459758
GALAXY,21.76102,21.52901,0.07518725
GALAXY,22.4514,20.95775,0.5705719
GALAXY,22.23556,20.71871,0.6326044
GALAXY,22.71535,20.98929,0.5519418
GALAXY,22.77304,20.802,0.5499606
GALAXY,18.45798,17.64509,0.1364351
GALAXY,17.37997,16.26953,0.1353512
QSO,19.1964,19.10571,2.157663
QSO,19.1964,19.10571,2.161989
GALAXY,16.96537,15.83757,0.1353116
QSO,20.19946,20.22978,2.163402
GALAXY,22.20438,20.60769,0.4843511
GALAXY,21.87892,20.25734,0.5550036
GALAXY,20.64193,18.9038,0.4158667
GALAXY,22.37078,20.48399,0.4824854
GALAXY,22.62645,21.12881,0.8305097
GALAXY,20.74982,18.94592,0.4022268
GALAXY,21.13992,20.14368,0.5964609
GALAXY,18.4947,17.83657,0.08116315
QSO,19.69993,19.29159,0.208107
QSO,19.69993,19.29159,0.208057
QSO,19.69993,19.29159,0.2079896
GALAXY,21.77347,20.10494,0.4735498
GALAXY,22.20611,20.36971,0.4814116
GALAXY,18.57613,17.7216,0.1094371
GALAXY,18.57613,17.7216,0.1094054
QSO,21.40952,21.43519,1.583237
GALAXY,18.04402,17.49879,0.04829505
GALAXY,21.16978,19.47869,0.4844046
GALAXY,21.16978,19.47869,0.4842507
QSO,18.24196,18.18905,0.8198305
QSO,18.24196,18.18905,0.8194972
QSO,19.2464,18.90455,1.055619
QSO,19.2464,18.90455,1.055812
GALAXY,18.58315,17.34889,0.1882568
GALAXY,18.58315,17.34889,0.1882916
GALAXY,21.36925,21.34495,0.005315684
GALAXY,21.36925,21.34495,0.005298289
GALAXY,21.04318,19.224,0.3494687
QSO,21.44809,21.38367,2.639127
GALAXY,22.71966,20.90674,0.4139996
GALAXY,16.64535,15.75609,0.07154333
GALAXY,16.64535,15.75609,0.07157665
QSO,20.37477,19.70525,1.453431
QSO,20.37477,19.70525,1.452305
GALAXY,19.58638,17.91904,0.327154
GALAXY,19.58638,17.91904,0.3272496
QSO,20.76599,20.39421,2.187754
QSO,20.96451,20.83359,0.8128278
GALAXY,23.25927,20.98958,0.5521879
QSO,22.14136,21.69351,1.529009
GALAXY,22.34514,20.67171,0.4704642
GALAXY,21.92436,21.00418,0.6367633
GALAXY,22.52853,21.04995,0.5527731
GALAXY,22.61083,20.55973,0.5534903
GALAXY,22.48543,20.62538,0.5498323
QSO,19.88843,19.78595,2.50962
GALAXY,17.90286,16.9222,0.0791899
GALAXY,22.15219,20.25842,0.4938784
QSO,19.22631,19.02135,1.361167
GALAXY,18.35345,17.27871,0.08373197
GALAXY,18.64717,17.71813,0.07941343
GALAXY,17.32182,16.33003,0.09414652
QSO,19.95798,19.71966,2.514461
GALAXY,20.49447,18.4902,0.421797
GALAXY,22.10255,20.31561,0.467241
GALAXY,21.68695,21.08066,0.3453745
QSO,22.17346,21.87267,1.162989
GALAXY,21.99986,20.9663,0.7082422
GALAXY,18.23194,16.96102,0.1800726
GALAXY,18.23194,16.96102,0.1801107
QSO,18.83999,19.0125,0.5266581
GALAXY,18.83632,17.77814,0.1706655
GALAXY,17.87782,16.83852,0.09423424
GALAXY,18.15986,17.60607,0.0874192
GALAXY,21.95846,20.64381,0.5769131
QSO,21.85818,21.64467,1.996072
QSO,20.13318,19.97952,2.970007
GALAXY,21.22474,19.50161,0.5090382
GALAXY,22.40025,20.57841,0.5083469
GALAXY,22.40025,20.57841,0.5082182
GALAXY,22.35793,20.93147,0.5226536
GALAXY,22.24202,20.48008,0.5223725
GALAXY,22.31433,20.22803,0.5070392
GALAXY,18.35632,17.40583,0.1198285
GALAXY,23.64433,21.30108,0.8207364
GALAXY,20.97449,19.3075,0.4733315
GALAXY,24.04557,21.35796,0.6035954
GALAXY,18.55291,17.81061,0.1325312
QSO,20.55661,20.27054,2.418237
QSO,21.35404,21.24832,2.511019
GALAXY,22.08492,20.6057,0.5491358
GALAXY,21.43255,19.69259,0.4708219
GALAXY,21.71855,20.62074,0.6040342
GALAXY,21.88435,20.07945,0.4874153
QSO,21.45134,20.13781,6.534726
GALAXY,16.94623,16.47528,0.05751787
GALAXY,16.94623,16.47528,0.0575485
GALAXY,22.07525,20.40617,0.5401326
GALAXY,21.41883,19.64403,0.4544921
GALAXY,23.46261,21.58343,0.6475238
GALAXY,23.46261,21.58343,0.6480542
GALAXY,18.12254,17.70387,0.07066774
GALAXY,18.12254,17.70387,0.07079878
GALAXY,22.23265,20.4423,0.5481486
GALAXY,18.091,17.09132,0.1230079
GALAXY,18.091,17.09132,0.1229984
GALAXY,21.74763,20.30422,0.5373287
GALAXY,20.96781,19.17845,0.3352599
GALAXY,21.48652,19.85438,0.5452013
GALAXY,22.0276,20.29982,0.5351248
GALAXY,21.01859,19.37447,0.5380277
GALAXY,21.72432,19.88138,0.5395724
GALAXY,21.72432,19.88138,0.5395008
GALAXY,22.55566,20.70107,0.5498351
GALAXY,21.70185,20.50159,0.5378526
GALAXY,22.55834,20.49187,0.6632005
GALAXY,22.30936,20.45966,0.5417651
GALAXY,21.99977,20.55639,0.5426998
GALAXY,23.01323,20.94566,0.5386318
GALAXY,20.85952,19.20156,0.4119832
GALAXY,21.82273,20.50877,0.547933
QSO,19.59775,19.34606,2.899381
QSO,19.59775,19.34606,2.902664
GALAXY,18.14472,17.45258,0.1188058
GALAXY,18.14472,17.45258,0.1187955
GALAXY,18.66341,17.63544,0.1180446
GALAXY,18.66341,17.63544,0.1180351
QSO,21.07658,20.86336,2.92996
QSO,19.64393,19.60195,2.476064
GALAXY,19.07679,17.75895,0.2067569
GALAXY,19.07679,17.75895,0.206954
GALAXY,19.36522,17.82721,0.2728101
GALAXY,19.36522,17.82721,0.2726629
GALAXY,19.43946,17.80862,0.291929
GALAXY,19.43946,17.80862,0.2916739
GALAXY,20.61402,18.98772,0.2926812
QSO,21.01166,20.99669,1.728965
GALAXY,21.77193,21.18005,0.7788454
GALAXY,20.72313,18.89832,0.4099053
GALAXY,20.72313,18.89832,0.4098706
QSO,19.11892,19.15578,1.971732
QSO,19.11892,19.15578,1.970377
GALAXY,18.29179,17.35889,0.08360373
GALAXY,18.29179,17.35889,0.0836834
GALAXY,17.60372,16.85884,0.09109166
GALAXY,17.60372,16.85884,0.09105436
GALAXY,17.60372,16.85884,0.09115019
QSO,19.32486,19.15764,0.8461982
QSO,19.32486,19.15764,0.8462926
GALAXY,18.04506,17.17519,0.1123047
GALAXY,18.04506,17.17519,0.1123415
GALAXY,20.04605,18.50616,0.2853331
GALAXY,20.12791,18.62268,0.2859719
GALAXY,18.57613,17.71898,0.07321346
GALAXY,18.57613,17.71898,0.07314108
GALAXY,18.01724,17.69789,0.7609182
GALAXY,17.7005,17.17431,0.08579268
GALAXY,17.7005,17.17431,0.08566981
GALAXY,16.51541,15.72885,0.09383438
GALAXY,16.51541,15.72885,0.09379204
GALAXY,17.37045,16.46359,0.08175711
GALAXY,17.37045,16.46359,0.08175541
GALAXY,17.38967,16.90041,0.08563359
GALAXY,17.38967,16.90041,0.08563632
GALAXY,22.46114,20.70777,0.621142
GALAXY,21.93656,20.3203,0.6065747
GALAXY,18.03804,17.13165,0.0833259
GALAXY,18.03804,17.13165,0.08334474
GALAXY,16.99104,16.4877,0.08555392
GALAXY,16.99104,16.4877,0.08552645
GALAXY,23.06975,20.00854,0.08563361
GALAXY,18.07222,17.39763,0.14437
GALAXY,18.07222,17.39763,0.144422
GALAXY,17.46911,16.76896,0.0819104
GALAXY,17.46911,16.76896,0.08190707
GALAXY,21.47277,19.15867,0.2861362
GALAXY,17.77018,17.37808,0.110177
GALAXY,17.77018,17.37808,0.1101568
GALAXY,17.77018,17.37808,0.1101486
GALAXY,21.3162,20.21631,0.3150332
GALAXY,21.3162,20.21631,0.315078
QSO,21.91292,22.10483,2.379928
GALAXY,21.98568,20.54558,0.445639
GALAXY,16.87773,15.9586,0.08574365
GALAXY,16.87773,15.9586,0.08575889
GALAXY,16.87773,15.9586,0.08575411
GALAXY,18.39081,17.48001,0.1104099
GALAXY,18.39081,17.48001,0.1104028
GALAXY,18.39081,17.48001,0.1103495
GALAXY,18.12132,17.19283,0.1079792
GALAXY,18.12132,17.19283,0.107949
GALAXY,18.12132,17.19283,0.1079555
GALAXY,18.47726,17.68513,0.08390276
GALAXY,18.47726,17.68513,0.08393278
GALAXY,18.47726,17.68513,0.08393086
GALAXY,17.42837,16.7199,0.1102849
GALAXY,17.42837,16.7199,0.1102921
GALAXY,17.42837,16.7199,0.1102697
GALAXY,17.31455,16.2501,0.1110676
GALAXY,18.19928,17.26356,0.08584933
GALAXY,18.19928,17.26356,0.08590288
GALAXY,18.19928,17.26356,0.08585291
GALAXY,18.21936,17.61789,0.08581989
GALAXY,18.21936,17.61789,0.08581895
GALAXY,18.21936,17.61789,0.08580142
GALAXY,18.24241,17.33957,0.08357795
GALAXY,18.24241,17.33957,0.08365607
GALAXY,18.24241,17.33957,0.083621
GALAXY,18.09164,17.4505,0.08179113
GALAXY,18.09164,17.4505,0.08181429
GALAXY,18.09164,17.4505,0.08178464
GALAXY,17.0871,16.29822,0.08071391
GALAXY,17.0871,16.29822,0.08068932
GALAXY,17.0871,16.29822,0.08077726
GALAXY,17.60466,16.64084,0.08822306
GALAXY,17.60466,16.64084,0.08819486
GALAXY,17.60466,16.64084,0.08827489
GALAXY,-9999,-9999,0.110685
GALAXY,-9999,-9999,0.1106768
GALAXY,-9999,-9999,0.110717
GALAXY,18.50896,17.65195,0.1739643
GALAXY,18.50896,17.65195,0.1739225
GALAXY,18.50896,17.65195,0.1740178
GALAXY,-9999,-9999,0.1097123
GALAXY,-9999,-9999,0.109689
GALAXY,-9999,-9999,0.1097004
GALAXY,22.11752,20.3685,0.4951853
GALAXY,23.17218,20.81281,0.5543088
GALAXY,22.20856,20.40248,0.5199267
GALAXY,21.97466,20.65001,0.5728158
GALAXY,16.94959,16.30258,0.08117297
GALAXY,16.94959,16.30258,0.08117461
GALAXY,16.94959,16.30258,0.08120288
GALAXY,17.34192,16.67519,0.04726425
GALAXY,17.34192,16.67519,0.04722916
GALAXY,17.34192,16.67519,0.04720235
GALAXY,17.74496,16.71193,0.1120464
GALAXY,17.51584,16.8362,0.08477844
GALAXY,17.51584,16.8362,0.08475084
GALAXY,17.51584,16.8362,0.08478002
GALAXY,17.23803,16.25903,0.08596472
GALAXY,17.23803,16.25903,0.08592714
GALAXY,17.23803,16.25903,0.0859492
GALAXY,18.38617,17.40133,0.0869607
GALAXY,18.38617,17.40133,0.08700629
GALAXY,18.38617,17.40133,0.08697884
GALAXY,17.94644,17.17981,0.1146305
GALAXY,17.94644,17.17981,0.1146563
GALAXY,17.94644,17.17981,0.1146443
GALAXY,16.77869,15.84116,0.0802363
GALAXY,16.77869,15.84116,0.08027351
GALAXY,16.77869,15.84116,0.08023216
GALAXY,17.51512,16.55689,0.08464312
GALAXY,17.51512,16.55689,0.08463446
GALAXY,17.51512,16.55689,0.08462463
GALAXY,18.5789,17.66521,0.08405665
GALAXY,18.5789,17.66521,0.08408828
GALAXY,18.5789,17.66521,0.08408105
GALAXY,18.21014,17.18715,0.0878718
GALAXY,18.21014,17.18715,0.08791193
GALAXY,18.21014,17.18715,0.08792177
QSO,20.83202,20.22092,0.4192448
GALAXY,22.33338,20.52712,0.4774528
GALAXY,22.13783,20.62405,0.4777442
GALAXY,22.11769,20.59614,0.5826086
QSO,17.62344,17.53355,0.8910249
QSO,17.62344,17.53355,0.8912107
QSO,17.62344,17.53355,0.8911434
GALAXY,17.64815,16.74163,0.08883408
GALAXY,17.64815,16.74163,0.08884203
GALAXY,17.64815,16.74163,0.08888021
GALAXY,17.64628,16.75193,0.08443109
GALAXY,17.64628,16.75193,0.08447418
GALAXY,17.64628,16.75193,0.08446324
GALAXY,18.04493,17.05156,0.1097594
GALAXY,18.04493,17.05156,0.1098228
GALAXY,18.04493,17.05156,0.1097577
GALAXY,18.53632,17.70011,0.08242427
GALAXY,18.53632,17.70011,0.08240762
GALAXY,18.53632,17.70011,0.08246665
QSO,19.52222,18.93913,0.2013977
QSO,19.52222,18.93913,0.2015914
QSO,19.52222,18.93913,0.201516
GALAXY,21.62406,20.78881,0.65755
GALAXY,20.92348,19.15544,0.352383
GALAXY,22.06498,20.25701,0.6525435
GALAXY,18.61598,17.68846,0.112394
GALAXY,18.61598,17.68846,0.1123933
GALAXY,18.61598,17.68846,0.1124453
GALAXY,18.41516,17.34435,0.1117826
GALAXY,18.41516,17.34435,0.1118902
GALAXY,18.41516,17.34435,0.1118924
GALAXY,16.26743,15.61815,0.03387518
GALAXY,16.26743,15.61815,0.03382676
GALAXY,16.26743,15.61815,0.03384244
GALAXY,18.18778,17.58348,0.08277143
GALAXY,18.18778,17.58348,0.08276245
GALAXY,18.18778,17.58348,0.08275792
GALAXY,22.46122,21.04718,0.5821233
GALAXY,22.59153,21.24282,0.5860003
QSO,20.6994,20.39103,2.217756
GALAXY,18.16155,17.33943,0.08434416
GALAXY,18.16155,17.33943,0.08435161
GALAXY,18.16155,17.33943,0.08435389
GALAXY,17.64994,17.13454,0.08545649
GALAXY,21.6779,20.58603,0.5246923
GALAXY,21.93033,20.1679,0.528668
GALAXY,22.57312,20.912,0.5301916
GALAXY,22.7869,20.61141,0.6771187
QSO,18.91059,18.82441,0.8043503
GALAXY,17.78906,17.03568,0.07635381
QSO,19.60392,19.43067,0.4360472
GALAXY,17.31532,16.35976,0.08799091
GALAXY,20.02307,18.96563,0.1834029
GALAXY,20.52463,18.87563,0.3870077
QSO,21.83331,21.82275,2.227733
GALAXY,22.42427,20.59823,0.5279732
GALAXY,22.27403,20.38296,0.5270534
GALAXY,22.39504,20.75997,0.6002907
QSO,21.61022,20.16245,0.3931516
GALAXY,22.15689,20.73057,0.5456548
GALAXY,21.81411,20.33888,0.5469079
QSO,18.52353,18.37243,0.8738206
QSO,18.52353,18.37243,0.874019
GALAXY,17.65897,16.78948,0.07152841
GALAXY,17.65897,16.78948,0.07154913
GALAXY,20.66652,18.86439,0.3841863
QSO,21.34846,21.55882,2.21719
GALAXY,21.91109,20.35627,0.5307917
GALAXY,22.48034,20.70446,0.5309033
GALAXY,22.19973,20.6356,0.55042
GALAXY,22.12739,20.41414,0.5191776
GALAXY,23.25944,20.86181,0.803898
QSO,17.31957,16.82959,0.07323521
QSO,17.31957,16.82959,0.07327056
GALAXY,18.06287,17.11798,0.08940142
GALAXY,22.72986,21.08104,0.6903948
GALAXY,20.80648,19.0609,0.3831713
GALAXY,20.88084,19.03269,0.3597277
GALAXY,20.43592,18.70642,0.3841561
GALAXY,21.82219,20.09073,0.5383233
GALAXY,22.22206,20.79424,0.6756051
GALAXY,-9999,19.3699,0.4182778
GALAXY,18.09046,17.03104,0.0885445
GALAXY,19.08683,17.69972,0.2198053
GALAXY,17.65778,16.59521,0.13507
GALAXY,17.69256,16.74431,0.145321
QSO,19.87271,19.39828,1.154511
GALAXY,17.45401,16.51886,0.08886261
GALAXY,17.50051,16.52062,0.08923479
GALAXY,17.50051,16.52062,0.08925407
GALAXY,17.50051,16.52062,0.08923995
GALAXY,16.23862,15.33047,0.09133449
GALAXY,17.02743,16.04369,0.09000984
GALAXY,18.2598,17.32741,0.09048805
GALAXY,17.2854,16.32704,0.09121478
GALAXY,18.20213,17.26528,0.0887581
GALAXY,18.20213,17.26528,0.08878292
GALAXY,18.47188,17.56247,0.08941972
GALAXY,18.47188,17.56247,0.08936787
QSO,22.57073,21.39049,3.768258
GALAXY,21.66881,20.43317,0.5692189
GALAXY,22.07958,20.34356,0.4724213
GALAXY,21.68151,19.87789,0.4737707
QSO,16.97175,16.33239,0.08696799
GALAXY,20.27423,19.12745,0.2355667
GALAXY,17.75702,16.75254,0.09010056
GALAXY,21.64354,19.823,0.3585889
GALAXY,21.64354,19.823,0.3586009
GALAXY,19.17153,17.87171,0.2371534
GALAXY,18.33534,17.45862,0.07613793
GALAXY,20.68675,18.93211,0.3617292
GALAXY,17.78794,17.33491,0.07698988
GALAXY,17.78794,17.33491,0.07698186
GALAXY,18.17118,17.14613,0.135208
GALAXY,18.17118,17.14613,0.135167
GALAXY,18.00475,17.09813,0.08687063
GALAXY,17.63205,16.6307,0.08820143
GALAXY,17.63205,16.6307,0.08826082
GALAXY,17.48708,16.52227,0.08818766
GALAXY,17.48708,16.52227,0.0882015
GALAXY,19.30225,17.75339,0.2561707
GALAXY,20.27572,18.47293,0.361495
QSO,21.01933,20.83761,2.814215
GALAXY,21.42369,19.54631,0.3631843
GALAXY,21.90119,20.01952,0.4909335
GALAXY,22.26454,20.53428,0.51428
GALAXY,22.71334,20.95214,0.5514042
GALAXY,20.69631,18.9257,0.3666532
GALAXY,18.07556,17.21954,0.08779845
GALAXY,18.07556,17.21954,0.08783003
QSO,21.76418,21.62192,1.425244
GALAXY,17.91925,17.02749,0.08901249
GALAXY,18.51857,17.72584,0.08991793
GALAXY,18.51857,17.72584,0.08993941
GALAXY,18.04267,17.49507,0.04763122
GALAXY,18.04267,17.49507,0.04765168
GALAXY,18.04267,17.49507,0.04762621
GALAXY,21.69049,20.77333,0.747438
GALAXY,22.21109,20.96768,0.5103691
GALAXY,18.26966,17.54876,0.07782839
GALAXY,22.26194,20.5246,0.5545015
GALAXY,22.26194,20.5246,0.5544717
GALAXY,19.04298,17.7359,0.1836029
GALAXY,18.56892,17.44898,0.1462201
GALAXY,18.56892,17.44898,0.1461898
GALAXY,20.85246,19.1405,0.3762716
GALAXY,21.73405,19.95898,0.4836468
GALAXY,18.83904,17.60734,0.2422721
GALAXY,18.83904,17.60734,0.2422506
QSO,21.59578,21.43553,2.952328
GALAXY,22.47503,20.82714,0.4853939
GALAXY,21.66278,19.88749,0.4845674
GALAXY,21.66278,19.88749,0.4848052
GALAXY,21.97423,20.26044,0.4830965
GALAXY,21.30695,19.51351,0.4808179
GALAXY,21.30695,19.51351,0.4807902
QSO,21.09945,19.47814,1.686932
GALAXY,21.09945,19.47814,0.4902513
GALAXY,21.66075,20.43572,0.5827981
GALAXY,23.36613,21.80605,0.4702813
GALAXY,18.45569,17.53815,0.0885959
QSO,18.36054,17.41621,1.017677
GALAXY,21.95961,20.27425,0.5010745
GALAXY,21.03558,19.1381,0.3641554
GALAXY,20.85813,19.14297,0.3743657
GALAXY,22.3665,21.06073,0.5554034
GALAXY,22.06108,20.31032,0.4822945
GALAXY,21.69331,20.04514,0.4615151
GALAXY,22.35741,21.16024,0.6399806
GALAXY,21.85502,20.27513,0.4572338
GALAXY,22.28413,20.4445,0.5575233
QSO,20.1329,20.02521,2.525706
GALAXY,22.15231,20.37521,0.4311025
GALAXY,22.1382,20.53059,0.5067815
GALAXY,22.51921,20.75091,0.5395951
QSO,18.86755,18.6192,1.107458
QSO,18.86755,18.6192,1.107052
GALAXY,18.33786,17.22081,0.1473803
GALAXY,18.33786,17.22081,0.1473781
GALAXY,22.5539,20.86495,0.5544927
GALAXY,22.03918,20.52236,0.5576128
GALAXY,21.97997,20.52446,0.5065933
GALAXY,21.97744,20.26461,0.5100104
GALAXY,21.9109,20.72596,0.5830281
GALAXY,20.83129,19.05018,0.4589371
GALAXY,20.83129,19.05018,0.4590967
GALAXY,17.82334,17.25495,0.1115342
GALAXY,17.82334,17.25495,0.1115762
GALAXY,23.8957,20.9489,0.6548358
GALAXY,22.56025,20.72469,0.5523954
GALAXY,22.16963,20.49773,0.4961355
GALAXY,21.57842,20.57135,0.6109178
GALAXY,21.16176,19.41802,0.4238279
QSO,21.84765,21.88894,1.773309
GALAXY,21.39684,20.59672,0.6678603
GALAXY,18.11263,17.3833,0.2027287
GALAXY,18.11263,17.3833,0.2027322
GALAXY,18.16661,17.374,0.08533268
GALAXY,18.16661,17.374,0.08531589
GALAXY,18.27213,17.19431,0.1458141
GALAXY,18.27213,17.19431,0.1457884
GALAXY,18.44124,17.32392,0.146986
GALAXY,18.44124,17.32392,0.1469086
GALAXY,18.84031,17.58201,0.1964222
GALAXY,18.84031,17.58201,0.1963932
GALAXY,20.58205,18.8618,0.3541127
QSO,21.7645,21.89088,2.386939
GALAXY,22.1373,20.60201,0.5197081
GALAXY,22.00866,20.292,0.4953687
GALAXY,19.99068,18.3228,0.4290732
GALAXY,19.99068,18.3228,0.4292134
GALAXY,22.84225,21.15611,0.640906
GALAXY,17.73046,16.8103,0.08293462
GALAXY,17.73046,16.8103,0.08296723
GALAXY,18.4162,17.15875,0.1964256
GALAXY,18.4162,17.15875,0.1963763
GALAXY,22.60218,20.83651,0.6635574
GALAXY,22.79814,20.84263,0.5069914
GALAXY,22.50303,20.70474,0.4847446
GALAXY,18.41719,17.28818,0.14975
GALAXY,18.41719,17.28818,0.149734
GALAXY,18.69937,18.19095,0.1568698
GALAXY,18.69937,18.19095,0.1568766
GALAXY,18.23815,17.27543,0.146859
GALAXY,18.23815,17.27543,0.146951
GALAXY,20.66541,18.97058,0.3268459
GALAXY,22.45337,20.61783,0.5295953
GALAXY,18.49879,17.52799,0.1151658
GALAXY,18.49879,17.52799,0.1151743
GALAXY,18.24573,17.3538,0.1484726
GALAXY,18.24573,17.3538,0.1485007
GALAXY,22.47582,21.25097,0.7220826
GALAXY,22.35834,20.72154,0.5629466
GALAXY,22.20398,20.35274,0.5894597
QSO,19.09778,18.82256,1.122784
QSO,19.19274,19.22285,1.791022
QSO,19.92137,19.91458,2.539464
GALAXY,17.69641,17.4142,0.03112193
GALAXY,21.67542,19.83665,0.6257501
GALAXY,22.73984,21.13558,0.6281555
GALAXY,22.73984,21.13558,0.6281661
GALAXY,21.0768,19.25692,0.3173473
GALAXY,21.0768,19.25692,0.3173145
GALAXY,21.91706,20.75214,0.6529811
GALAXY,21.54112,20.19426,0.4878877
GALAXY,21.54112,20.19426,0.4878025
GALAXY,22.6364,20.97554,0.653614
GALAXY,18.29706,17.38924,0.1503333
QSO,21.13858,21.07224,1.565846
QSO,21.13858,21.07224,1.564714
QSO,22.20983,21.78601,1.055852
GALAXY,22.18467,20.37659,0.4790409
GALAXY,22.18467,20.37659,0.4790887
QSO,21.87576,21.51996,0.202446
GALAXY,21.87576,21.51996,0.5946011
GALAXY,17.90001,16.79945,0.1171726
GALAXY,16.12018,15.26853,0.05050373
GALAXY,19.20937,18.65464,0.1531435
GALAXY,21.79815,20.03675,0.5626714
GALAXY,21.79815,20.03675,0.5629575
GALAXY,21.79815,20.03675,0.5629823
GALAXY,21.42949,19.60584,0.4841492
GALAXY,21.42949,19.60584,0.4839256
QSO,22.00456,21.64249,0.265054
QSO,22.00456,21.64249,1.033533
GALAXY,22.25799,20.57279,0.455879
GALAXY,22.25799,20.57279,0.4560764
GALAXY,21.98436,20.61037,0.4622675
GALAXY,21.98436,20.61037,0.4623064
GALAXY,21.98436,20.61037,0.4622093
GALAXY,14.98913,14.1312,0.03133979
GALAXY,16.27511,15.71882,0.06510382
GALAXY,18.4099,17.39756,0.1154692
GALAXY,18.23872,17.65928,0.06500082
GALAXY,21.79952,20.79898,0.6150936
GALAXY,21.79952,20.79898,0.6145153
QSO,18.93729,18.9061,1.720357
QSO,18.88751,18.61616,1.103929
GALAXY,18.2538,17.58823,0.1591523
GALAXY,18.84607,17.57125,0.1843514
GALAXY,18.1145,17.20214,0.1896299
GALAXY,22.07822,20.76246,0.612195
GALAXY,22.07822,20.76246,0.6115919
GALAXY,22.07822,20.76246,0.6115385
QSO,21.21757,20.87914,2.862268
GALAXY,22.02914,20.38617,0.481703
GALAXY,22.02914,20.38617,0.4819777
GALAXY,22.02914,20.38617,0.4819221
QSO,22.44573,20.413,4.377016
QSO,22.44573,20.413,4.378079
QSO,22.15471,21.72373,1.554411
GALAXY,18.48131,17.45015,0.1151684
GALAXY,18.78275,17.60483,0.1596897
GALAXY,18.7149,17.56417,0.160006
GALAXY,18.23724,17.38565,0.08389378
GALAXY,18.47145,17.71337,0.0832576
GALAXY,19.68972,18.02634,0.3156732
GALAXY,22.05801,20.44499,0.4821866
GALAXY,22.41534,20.35005,0.6016192
GALAXY,21.72604,20.58378,0.6120275
GALAXY,23.52883,21.18526,0.6122677
